SEASON,DATE,YEAR,MONTH,DAY,PLAYER,MATCH,TEAM,OPPONENT,EFF,PTS,FT_M,FT_A,FT_PCT,2FG_M,2FG_A,2FG_PCT,3FG_M,3FG_A,3FG_PCT,AST,STL,BLK,REB_TOT,REB_OFF,REB_DEF,TO,FLS
2025-26,2025-09-29,2025,9,29,Michalis Frantzeskos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,7,10,2,2,100.0,1,3,33.33,2,9,22.22,4,1,0,5,1,4,4,3
2025-26,2025-10-06,2025,10,6,Michalis Frantzeskos,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,2,7,0,0,0.0,2,4,50.0,1,6,16.67,2,2,0,0,0,0,2,1
2025-26,2025-10-17,2025,10,17,Michalis Frantzeskos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,3,6,0,0,0.0,0,0,0.0,2,11,18.18,3,1,0,2,0,2,0,2
2025-26,2025-10-20,2025,10,20,Michalis Frantzeskos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,4,11,0,0,0.0,1,3,33.33,3,9,33.33,0,1,0,0,0,0,0,2
2025-26,2025-11-04,2025,11,4,Michalis Frantzeskos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,0,5,0,0,0.0,1,2,50.0,1,7,14.29,1,0,0,2,0,2,1,1
2025-26,2025-11-12,2025,11,12,Michalis Frantzeskos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,5,8,0,0,0.0,1,3,33.33,2,11,18.18,3,1,0,4,2,2,0,1
2025-26,2025-11-18,2025,11,18,Michalis Frantzeskos,Clicka BC - South Rebels,Clicka BC,South Rebels,1,8,0,0,0.0,4,4,100.0,0,9,0.0,1,0,0,2,0,2,1,0
2025-26,2025-11-24,2025,11,24,Michalis Frantzeskos,Proteas Dads - Clicka BC,Clicka BC,Proteas Dads,-3,7,2,4,50.0,1,6,16.67,1,9,11.11,3,0,0,3,1,2,1,2
2025-26,2025-12-08,2025,12,8,Michalis Frantzeskos,Glyfathers - Clicka BC,Clicka BC,Glyfathers,9,8,0,0,0.0,1,3,33.33,2,7,28.57,2,2,0,6,2,4,2,1
2025-26,2025-12-15,2025,12,15,Michalis Frantzeskos,Clicka BC - El Maestro,Clicka BC,El Maestro,5,8,0,0,0.0,1,2,50.0,2,7,28.57,3,0,0,1,0,1,1,0
2025-26,2026-01-09,2026,1,9,Michalis Frantzeskos,Vouliagmeni Heat - Clicka BC,Clicka BC,Vouliagmeni Heat,-2,2,0,0,0.0,1,2,50.0,0,7,0.0,1,0,0,3,1,2,0,3
2025-26,2026-01-14,2026,1,14,Michalis Frantzeskos,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,17,21,2,2,100.0,2,4,50.0,5,9,55.56,1,0,0,3,0,3,2,1
2025-26,2026-01-23,2026,1,23,Michalis Frantzeskos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,3,4,0,0,0.0,2,5,40.0,0,2,0.0,1,1,0,2,0,2,0,2
2025-26,2026-01-28,2026,1,28,Michalis Frantzeskos,Proteas Dads - Clicka BC,Clicka BC,Proteas Dads,3,10,1,2,50.0,3,6,50.0,1,7,14.29,0,1,0,2,2,0,0,1
2025-26,2026-02-02,2026,2,2,Michalis Frantzeskos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,8,14,4,6,66.67,2,3,66.67,2,11,18.18,3,3,0,2,1,1,2,1
2025-26,2026-02-09,2026,2,9,Michalis Frantzeskos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,8,11,0,0,0.0,1,3,33.33,3,10,30.0,3,2,0,2,1,1,1,2
2025-26,2026-02-27,2026,2,27,Michalis Frantzeskos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,-10,3,0,0,0.0,0,5,0.0,1,9,11.11,0,1,0,0,0,0,1,0
2024-25,2024-10-16,2024,10,16,Michalis Malaxianakis,Μ.Κ.Ο. - Clicka BC,Clicka BC,M.K.O.,5,3,1,2,50.0,1,4,25.0,0,0,0.0,2,1,0,5,1,4,2,4
2024-25,2024-11-25,2024,11,25,Michalis Malaxianakis,Clicka BC - Glyfada Bulls,Clicka BC,Glyfada Bulls,4,5,1,2,50.0,2,4,50.0,0,0,0.0,1,0,0,4,2,2,3,3
2024-25,2024-12-05,2024,12,5,Michalis Malaxianakis,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,12,8,1,2,50.0,2,3,66.67,1,1,100.0,3,0,0,6,2,4,3,3
2024-25,2025-02-17,2025,2,17,Michalis Malaxianakis,Glyfada Bulls - Clicka BC,Clicka BC,Glyfada Bulls,8,0,0,0,0.0,0,1,0.0,0,0,0.0,2,0,0,9,2,7,2,3
2024-25,2025-02-24,2025,2,24,Michalis Malaxianakis,Clicka BC - Glyfathers,Clicka BC,Glyfathers,2,0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,0,4,1,3,2,1
2024-25,2025-03-06,2025,3,6,Michalis Malaxianakis,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,8,4,0,0,0.0,2,7,28.57,0,0,0.0,2,1,1,12,2,10,7,3
2024-25,2025-03-18,2025,3,18,Michalis Malaxianakis,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,6,4,2,2,100.0,1,3,33.33,0,1,0.0,2,2,0,3,1,2,2,3
2024-25,2025-04-04,2025,4,4,Michalis Malaxianakis,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,-1,0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,0,0,0,0,1,3
2025-26,2025-10-17,2025,10,17,Michalis Malaxianakis,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,5,4,0,0,0.0,2,6,33.33,0,0,0.0,0,0,1,7,1,6,3,3
2025-26,2025-11-12,2025,11,12,Michalis Malaxianakis,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,3,0,0,0,0.0,0,3,0.0,0,0,0.0,1,0,1,6,1,5,2,4
2025-26,2025-11-18,2025,11,18,Michalis Malaxianakis,Clicka BC - South Rebels,Clicka BC,South Rebels,8,9,2,6,33.33,2,5,40.0,1,1,100.0,0,1,0,8,3,5,3,1
2025-26,2025-11-24,2025,11,24,Michalis Malaxianakis,Proteas Dads - Clicka BC,Clicka BC,Proteas Dads,1,0,0,0,0.0,0,0,0.0,0,1,0.0,0,0,0,2,0,2,0,0
2025-26,2025-12-01,2025,12,1,Michalis Malaxianakis,Clicka BC - Evriali Warriors,Clicka BC,Evriali Warriors,15,11,0,2,0.0,4,5,80.0,1,1,100.0,1,0,0,6,3,3,0,1
2025-26,2026-01-09,2026,1,9,Michalis Malaxianakis,Vouliagmeni Heat - Clicka BC,Clicka BC,Vouliagmeni Heat,5,1,1,2,50.0,0,1,0.0,0,2,0.0,1,0,1,7,0,7,1,0
2023-24,2023-10-05,2023,10,5,Nikitas Apikos,Glyfathers - Clicka BC,Clicka BC,Glyfathers,9,9,0,0,0.0,3,7,42.86,1,3,33.33,0,0,1,7,2,5,2,2
2023-24,2023-10-11,2023,10,11,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,14,3,0,0,0.0,0,1,0.0,1,1,100.0,1,1,2,9,1,8,1,0
2023-24,2023-11-01,2023,11,1,Nikitas Apikos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,7,3,1,3,33.33,1,5,20.0,0,0,0.0,1,1,0,8,0,8,0,0
2023-24,2023-11-08,2023,11,8,Nikitas Apikos,Clicka BC - Los Reys,Clicka BC,Los Reys,9,7,1,2,50.0,3,9,33.33,0,3,0.0,1,0,0,11,4,7,0,1
2023-24,2023-11-17,2023,11,17,Nikitas Apikos,Clicka BC - San Antonio Sperms,Clicka BC,San Antonio Sperms,9,8,0,0,0.0,4,6,66.67,0,1,0.0,0,1,0,5,1,4,2,2
2023-24,2023-11-22,2023,11,22,Nikitas Apikos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,22,19,0,3,0.0,8,16,50.0,1,5,20.0,1,0,0,20,2,18,3,2
2023-24,2023-12-02,2023,12,2,Nikitas Apikos,Unleash the clowns - Clicka BC,Clicka BC,Unleash The Clowns,13,12,2,4,50.0,5,14,35.71,0,1,0.0,3,0,1,10,5,5,1,0
2023-24,2023-12-06,2023,12,6,Nikitas Apikos,Clicka BC - Vouliagmeni Heat,Clicka BC,Vouliagmeni Heat,13,6,0,0,0.0,3,8,37.5,0,2,0.0,0,2,0,16,3,13,4,3
2023-24,2023-12-13,2023,12,13,Nikitas Apikos,Ποσειδωνες - Clicka BC,Clicka BC,Poseidones,13,4,0,2,0.0,2,4,50.0,0,0,0.0,1,1,2,11,2,9,2,2
2023-24,2023-12-20,2023,12,20,Nikitas Apikos,Voularbanne Basket - Clicka BC,Clicka BC,Voularbanne Basket,34,24,2,5,40.0,11,19,57.89,0,1,0.0,2,1,1,19,9,10,1,3
2023-24,2024-02-09,2024,2,9,Nikitas Apikos,Vouliagmeni Heat - Clicka BC,Clicka BC,Vouliagmeni Heat,3,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,6,0,6,2,1
2023-24,2024-02-12,2024,2,12,Nikitas Apikos,Clicka BC - Proteas Dads,Clicka BC,Proteas Dads,14,12,1,4,25.0,4,11,36.36,1,4,25.0,1,0,1,15,8,7,2,2
2023-24,2024-02-19,2024,2,19,Nikitas Apikos,Clicka BC - Ανηθικοι Πιθηκοι,Clicka BC,Anithikoi Pithikoi,5,8,0,0,0.0,4,9,44.44,0,0,0.0,0,1,0,2,1,1,1,2
2023-24,2024-04-03,2024,4,3,Nikitas Apikos,Los Reys - Clicka BC,Clicka BC,Los Reys,13,8,0,0,0.0,4,8,50.0,0,0,0.0,1,0,0,9,5,4,1,3
2023-24,2024-04-12,2024,4,12,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,17,6,0,0,0.0,3,7,42.86,0,1,0.0,4,1,0,12,3,9,1,4
2023-24,2024-04-15,2024,4,15,Nikitas Apikos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,14,8,2,4,50.0,3,12,25.0,0,0,0.0,0,2,1,14,4,10,0,2
2023-24,2024-05-09,2024,5,9,Nikitas Apikos,Clicka BC - Ανηθικοι Πιθηκοι,Clicka BC,Anithikoi Pithikoi,15,11,1,2,50.0,5,11,45.45,0,0,0.0,3,1,0,9,5,4,2,1
2023-24,2024-05-11,2024,5,11,Nikitas Apikos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,6,2,0,0,0.0,1,5,20.0,0,0,0.0,1,1,0,8,5,3,2,4
2024-25,2024-10-02,2024,10,2,Nikitas Apikos,Clicka BC - Glyfada Bulls,Clicka BC,Glyfada Bulls,0,0,0,0,0.0,0,4,0.0,0,0,0.0,0,0,1,3,0,3,0,0
2024-25,2024-10-09,2024,10,9,Nikitas Apikos,Ποσειδωνες - Clicka BC,Clicka BC,Poseidones,15,4,2,2,100.0,1,4,25.0,0,0,0.0,2,1,0,11,3,8,0,1
2024-25,2024-10-16,2024,10,16,Nikitas Apikos,Μ.Κ.Ο. - Clicka BC,Clicka BC,M.K.O.,20,4,0,0,0.0,2,6,33.33,0,0,0.0,7,6,0,11,2,9,4,1
2024-25,2024-10-30,2024,10,30,Nikitas Apikos,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,24,14,2,5,40.0,6,9,66.67,0,1,0.0,4,1,0,13,4,9,1,2
2024-25,2024-11-11,2024,11,11,Nikitas Apikos,Clicka BC - Ανηθικοι Πιθηκοι,Clicka BC,Anithikoi Pithikoi,7,6,0,2,0.0,3,8,37.5,0,0,0.0,1,3,1,6,3,3,3,5
2024-25,2024-11-20,2024,11,20,Nikitas Apikos,Proteas Dads - Clicka BC,Clicka BC,Proteas Dads,17,10,0,0,0.0,5,11,45.45,0,2,0.0,4,1,2,9,0,9,1,2
2024-25,2024-12-05,2024,12,5,Nikitas Apikos,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,13,9,1,2,50.0,4,8,50.0,0,1,0.0,0,3,1,7,0,7,1,2
2024-25,2024-12-11,2024,12,11,Nikitas Apikos,Partuzan - Clicka BC,Clicka BC,Partuzan,2,5,1,1,100.0,2,10,20.0,0,1,0.0,0,0,1,8,1,7,3,2
2024-25,2024-12-16,2024,12,16,Nikitas Apikos,Chicken Nuggets BC - Clicka BC,Clicka BC,Chicken Nuggets BC,10,2,0,0,0.0,1,6,16.67,0,0,0.0,1,0,0,12,5,7,0,4
2024-25,2025-01-08,2025,1,8,Nikitas Apikos,Ποσειδωνες - Clicka BC,Clicka BC,Poseidones,29,11,3,4,75.0,4,9,44.44,0,0,0.0,3,2,2,18,4,14,1,3
2024-25,2025-01-22,2025,1,22,Nikitas Apikos,Clicka BC - Vouliagmeni Heat,Clicka BC,Vouliagmeni Heat,12,12,4,9,44.44,4,11,36.36,0,2,0.0,0,1,1,13,2,11,1,1
2024-25,2025-01-27,2025,1,27,Nikitas Apikos,Clicka BC - Los Reys,Clicka BC,Los Reys,13,5,1,2,50.0,2,7,28.57,0,0,0.0,2,0,0,12,2,10,0,3
2024-25,2025-02-06,2025,2,6,Nikitas Apikos,Glyfathers - Clicka BC,Clicka BC,Glyfathers,19,10,4,9,44.44,3,13,23.08,0,0,0.0,5,2,1,17,7,10,1,1
2024-25,2025-02-12,2025,2,12,Nikitas Apikos,Hoston Celtics - Clicka BC,Clicka BC,Hoston Celtics,27,18,4,8,50.0,7,12,58.33,0,0,0.0,2,0,1,17,8,9,2,1
2024-25,2025-02-17,2025,2,17,Nikitas Apikos,Glyfada Bulls - Clicka BC,Clicka BC,Glyfada Bulls,3,2,2,4,50.0,0,7,0.0,0,0,0.0,1,2,0,7,5,2,0,1
2024-25,2025-02-24,2025,2,24,Nikitas Apikos,Clicka BC - Glyfathers,Clicka BC,Glyfathers,10,4,0,0,0.0,2,4,50.0,0,0,0.0,2,0,0,7,2,5,1,1
2024-25,2025-03-06,2025,3,6,Nikitas Apikos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,10,4,2,2,100.0,1,6,16.67,0,0,0.0,0,1,2,9,2,7,1,2
2024-25,2025-03-10,2025,3,10,Nikitas Apikos,Clicka BC - Proteas Dads,Clicka BC,Proteas Dads,-2,4,0,2,0.0,2,9,22.22,0,0,0.0,1,0,1,4,2,2,3,0
2024-25,2025-03-18,2025,3,18,Nikitas Apikos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,25,18,3,6,50.0,6,10,60.0,1,1,100.0,0,1,2,14,2,12,3,1
2024-25,2025-03-28,2025,3,28,Nikitas Apikos,South Rebels - Clicka BC,Clicka BC,South Rebels,24,14,0,0,0.0,7,13,53.85,0,0,0.0,1,3,1,13,3,10,2,1
2024-25,2025-04-04,2025,4,4,Nikitas Apikos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,1,2,0,0,0.0,1,5,20.0,0,0,0.0,0,0,0,4,1,3,1,1
2024-25,2025-04-14,2025,4,14,Nikitas Apikos,Clicka BC - Partuzan,Clicka BC,Partuzan,11,4,0,0,0.0,2,7,28.57,0,0,0.0,1,0,1,10,0,10,0,5
2024-25,2025-04-24,2025,4,24,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,15,9,3,4,75.0,3,8,37.5,0,0,0.0,3,0,1,8,1,7,0,5
2024-25,2025-04-30,2025,4,30,Nikitas Apikos,Unleash the clowns - Clicka BC,Clicka BC,Unleash The Clowns,10,0,0,0,0.0,0,7,0.0,0,0,0.0,2,1,4,10,0,10,0,4
2024-25,2025-05-09,2025,5,9,Nikitas Apikos,El Maestro - Clicka BC,Clicka BC,El Maestro,13,3,1,3,33.33,1,3,33.33,0,1,0.0,1,0,3,11,3,8,0,5
2024-25,2025-05-16,2025,5,16,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,17,8,0,2,0.0,4,11,36.36,0,0,0.0,4,1,1,15,4,11,3,0
2024-25,2025-06-02,2025,6,2,Nikitas Apikos,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,19,8,0,0,0.0,4,6,66.67,0,1,0.0,5,0,0,10,3,7,1,0
2024-25,2025-06-13,2025,6,13,Nikitas Apikos,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,37,14,4,4,100.0,5,10,50.0,0,0,0.0,4,3,0,22,4,18,1,3
2024-25,2025-06-24,2025,6,24,Nikitas Apikos,Unleash the clowns - Clicka BC,Clicka BC,Unleash The Clowns,14,6,0,0,0.0,3,5,60.0,0,0,0.0,1,0,1,8,2,6,0,2
2025-26,2025-09-18,2025,9,18,Nikitas Apikos,El Maestro - Clicka BC,Clicka BC,El Maestro,20,8,0,0,0.0,4,8,50.0,0,0,0.0,2,3,0,12,0,12,1,2
2025-26,2025-09-24,2025,9,24,Nikitas Apikos,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,7,3,3,6,50.0,0,6,0.0,0,0,0.0,1,1,2,11,5,6,2,0
2025-26,2025-09-29,2025,9,29,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,26,15,3,6,50.0,6,10,60.0,0,0,0.0,3,3,2,11,6,5,1,0
2025-26,2025-10-06,2025,10,6,Nikitas Apikos,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,21,8,0,2,0.0,4,5,80.0,0,0,0.0,3,2,0,12,5,7,1,0
2025-26,2025-10-17,2025,10,17,Nikitas Apikos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,12,10,0,0,0.0,5,9,55.56,0,0,0.0,0,1,1,6,2,4,2,1
2025-26,2025-10-20,2025,10,20,Nikitas Apikos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,9,7,3,5,60.0,2,9,22.22,0,0,0.0,2,2,0,9,5,4,2,3
2025-26,2025-12-08,2025,12,8,Nikitas Apikos,Glyfathers - Clicka BC,Clicka BC,Glyfathers,5,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,9,1,8,1,0
2025-26,2025-12-15,2025,12,15,Nikitas Apikos,Clicka BC - El Maestro,Clicka BC,El Maestro,11,4,0,0,0.0,2,3,66.67,0,1,0.0,2,0,0,7,2,5,0,2
2025-26,2026-01-09,2026,1,9,Nikitas Apikos,Vouliagmeni Heat - Clicka BC,Clicka BC,Vouliagmeni Heat,18,7,3,6,50.0,2,7,28.57,0,0,0.0,1,2,3,16,7,9,3,2
2025-26,2026-01-14,2026,1,14,Nikitas Apikos,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,34,15,3,4,75.0,6,9,66.67,0,0,0.0,6,1,3,16,1,15,3,2
2025-26,2026-01-23,2026,1,23,Nikitas Apikos,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,15,6,0,0,0.0,3,6,50.0,0,0,0.0,2,1,1,9,5,4,1,3
2025-26,2026-01-28,2026,1,28,Nikitas Apikos,Proteas Dads - Clicka BC,Clicka BC,Proteas Dads,11,5,1,4,25.0,2,9,22.22,0,0,0.0,1,1,1,15,3,12,2,3
2025-26,2026-02-02,2026,2,2,Nikitas Apikos,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,22,13,1,1,100.0,6,11,54.55,0,0,0.0,5,1,1,10,3,7,3,3
2025-26,2026-02-09,2026,2,9,Nikitas Apikos,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,8,4,0,1,0.0,2,7,28.57,0,0,0.0,1,2,0,9,1,8,2,2
2025-26,2026-02-27,2026,2,27,Nikitas Apikos,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,5,5,1,4,25.0,2,9,22.22,0,0,0.0,2,0,0,11,5,6,3,1
2025-26,2025-09-24,2025,9,24,Stauros Mertzanis,Clicka BC - Αεροδρομιακος,Clicka BC,Aerodromiakos,10,5,1,2,50.0,2,3,66.67,0,6,0.0,3,3,0,8,1,7,1,3
2025-26,2025-09-29,2025,9,29,Stauros Mertzanis,Clicka BC - Chicken Nuggets BC,Clicka BC,Chicken Nuggets BC,18,10,0,0,0.0,2,3,66.67,2,5,40.0,8,1,0,3,0,3,0,3
2025-26,2025-10-06,2025,10,6,Stauros Mertzanis,Clicka BC - Hoston Celtics,Clicka BC,Hoston Celtics,12,13,1,1,100.0,3,4,75.0,2,7,28.57,2,2,0,3,2,1,2,4
2025-26,2025-10-17,2025,10,17,Stauros Mertzanis,Clicka BC - Unleash the clowns,Clicka BC,Unleash The Clowns,13,12,2,3,66.67,2,5,40.0,2,3,66.67,2,4,0,3,0,3,3,3
2025-26,2025-10-20,2025,10,20,Stauros Mertzanis,Ανηθικοι Πιθηκοι - Clicka BC,Clicka BC,Anithikoi Pithikoi,-1,3,1,2,50.0,1,6,16.67,0,4,0.0,3,2,0,3,0,3,2,2
2025-26,2025-11-12,2025,11,12,Stauros Mertzanis,Αεροδρομιακος - Clicka BC,Clicka BC,Aerodromiakos,8,6,4,5,80.0,1,8,12.5,0,5,0.0,5,3,0,8,1,7,1,2
2025-26,2025-12-01,2025,12,1,Stauros Mertzanis,Clicka BC - Evriali Warriors,Clicka BC,Evriali Warriors,10,18,4,6,66.67,4,8,50.0,2,12,16.67,3,1,0,5,1,4,1,4
2025-26,2025-12-08,2025,12,8,Stauros Mertzanis,Glyfathers - Clicka BC,Clicka BC,Glyfathers,16,9,0,0,0.0,3,5,60.0,1,3,33.33,1,4,0,7,2,5,1,1
