SEASON,DATE,YEAR,MONTH,DAY,PLAYER,MATCH,TEAM,OPPONENT,EFF,PTS,FT_M,FT_A,FT_PCT,2FG_M,2FG_A,2FG_PCT,3FG_M,3FG_A,3FG_PCT,AST,STL,BLK,REB_TOT,REB_OFF,REB_DEF,TO,FLS
2024-25,2025-06-05,2025,6,5,Xenofon Kolokuthas,Proteas Dads - Glyfathers,Proteas Dads,Glyfathers,10,16,6,10,60.0,2,5,40.0,2,3,66.67,0,2,0,1,0,1,1,0
2024-25,2025-06-12,2025,6,12,Xenofon Kolokuthas,Proteas Dads - Glyfathers,Proteas Dads,Glyfathers,18,15,0,0,0.0,6,8,75.0,1,2,50.0,1,1,0,4,1,3,0,0
2024-25,2025-06-18,2025,6,18,Xenofon Kolokuthas,Proteas Dads - Glyfathers,Proteas Dads,Glyfathers,2,6,0,0,0.0,3,9,33.33,0,1,0.0,0,1,0,3,1,2,1,1
2025-26,2025-09-15,2025,9,15,Xenofon Kolokuthas,Ανηθικοι Πιθηκοι - Proteas Dads,Proteas Dads,Anithikoi Pithikoi,11,16,0,0,0.0,8,15,53.33,0,1,0.0,2,2,0,3,2,1,4,2
2025-26,2025-09-22,2025,9,22,Xenofon Kolokuthas,Proteas Dads - Μ.Κ.Ο.,Proteas Dads,M.K.O.,13,14,0,0,0.0,4,9,44.44,2,2,100.0,5,0,0,1,0,1,2,2
2025-26,2025-10-01,2025,10,1,Xenofon Kolokuthas,Proteas Dads - Hoston Celtics,Proteas Dads,Hoston Celtics,14,16,5,6,83.33,4,9,44.44,1,2,50.0,0,0,0,7,3,4,2,2
2025-26,2025-10-10,2025,10,10,Xenofon Kolokuthas,Unleash the clowns - Proteas Dads,Proteas Dads,Unleash The Clowns,8,11,1,1,100.0,2,8,25.0,2,2,100.0,0,0,0,4,3,1,1,3
2025-26,2025-10-15,2025,10,15,Xenofon Kolokuthas,Proteas Dads - Αεροδρομιακος,Proteas Dads,Aerodromiakos,10,15,2,4,50.0,5,10,50.0,1,2,50.0,1,0,0,2,0,2,0,0
2025-26,2025-10-20,2025,10,20,Xenofon Kolokuthas,Hoston Celtics - Proteas Dads,Proteas Dads,Hoston Celtics,3,6,0,0,0.0,3,6,50.0,0,2,0.0,1,0,0,1,1,0,0,2
2025-26,2025-11-05,2025,11,5,Xenofon Kolokuthas,Evriali Warriors - Proteas Dads,Proteas Dads,Evriali Warriors,2,6,0,0,0.0,3,7,42.86,0,2,0.0,1,1,0,2,0,2,2,3
2025-26,2025-11-10,2025,11,10,Xenofon Kolokuthas,Proteas Dads - Glyfathers,Proteas Dads,Glyfathers,6,8,0,0,0.0,4,7,57.14,0,2,0.0,1,0,0,2,1,1,0,0
2025-26,2025-11-19,2025,11,19,Xenofon Kolokuthas,Proteas Dads - Vouliagmeni Heat,Proteas Dads,Vouliagmeni Heat,5,9,1,2,50.0,4,9,44.44,0,1,0.0,2,0,1,1,0,1,1,1
2025-26,2025-11-24,2025,11,24,Xenofon Kolokuthas,Proteas Dads - Clicka BC,Proteas Dads,Clicka BC,7,10,0,0,0.0,5,9,55.56,0,0,0.0,0,0,0,3,2,1,2,5
2025-26,2025-12-08,2025,12,8,Xenofon Kolokuthas,El Maestro - Proteas Dads,Proteas Dads,El Maestro,4,11,0,0,0.0,4,7,57.14,1,2,50.0,0,0,0,1,0,1,4,2
2025-26,2025-12-17,2025,12,17,Xenofon Kolokuthas,Proteas Dads - South Rebels,Proteas Dads,South Rebels,13,11,0,0,0.0,4,9,44.44,1,1,100.0,2,2,0,3,2,1,0,1
2025-26,2026-01-07,2026,1,7,Xenofon Kolokuthas,Chicken Nuggets BC - Proteas Dads,Proteas Dads,Chicken Nuggets BC,2,8,1,2,50.0,2,7,28.57,1,3,33.33,0,0,0,3,1,2,1,3
2025-26,2026-01-16,2026,1,16,Xenofon Kolokuthas,Unleash the clowns - Proteas Dads,Proteas Dads,Unleash The Clowns,9,13,3,4,75.0,5,10,50.0,0,0,0.0,0,1,0,1,0,1,0,2
2025-26,2026-01-28,2026,1,28,Xenofon Kolokuthas,Proteas Dads - Clicka BC,Proteas Dads,Clicka BC,1,6,0,0,0.0,3,9,33.33,0,0,0.0,0,0,0,4,2,2,3,3
2025-26,2026-02-02,2026,2,2,Xenofon Kolokuthas,Hoston Celtics - Proteas Dads,Proteas Dads,Hoston Celtics,-1,6,0,2,0.0,3,9,33.33,0,2,0.0,3,0,0,3,0,3,3,1
2025-26,2026-02-09,2026,2,9,Xenofon Kolokuthas,Proteas Dads - Glyfathers,Proteas Dads,Glyfathers,-3,2,0,0,0.0,1,6,16.67,0,1,0.0,1,0,0,1,1,0,1,5
2025-26,2026-02-18,2026,2,18,Xenofon Kolokuthas,Proteas Dads - Αεροδρομιακος,Proteas Dads,Aerodromiakos,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,0,0
2024-25,2025-02-10,2025,2,10,Charalampos Fountas,Voula Vikings - South Rebels,South Rebels,Voula Vikings,5,5,3,4,75.0,1,1,100.0,0,0,0.0,0,0,0,2,0,2,1,3
2024-25,2025-03-19,2025,3,19,Charalampos Fountas,Basketopateres - South Rebels,South Rebels,Basketopateres,9,10,0,2,0.0,5,9,55.56,0,2,0.0,3,0,0,8,5,3,4,2
2024-25,2025-03-31,2025,3,31,Charalampos Fountas,South Rebels - El Maestro,South Rebels,El Maestro,14,9,3,6,50.0,3,5,60.0,0,1,0.0,1,2,0,9,3,6,1,3
2024-25,2025-04-23,2025,4,23,Charalampos Fountas,Beertouozoi - South Rebels,South Rebels,Beertouozoi,6,5,3,6,50.0,1,1,100.0,0,1,0.0,2,0,1,4,2,2,2,0
2024-25,2025-05-06,2025,5,6,Charalampos Fountas,South Rebels - Heart Brokers,South Rebels,Heart Brokers,5,5,0,2,0.0,1,6,16.67,1,2,50.0,2,0,2,10,2,8,6,1
2024-25,2025-05-17,2025,5,17,Charalampos Fountas,South Rebels - Evriali Warriors,South Rebels,Evriali Warriors,0,4,1,6,16.67,0,5,0.0,1,1,100.0,0,1,3,3,1,2,1,2
2024-25,2025-06-11,2025,6,11,Charalampos Fountas,South Rebels - Voula Vikings,South Rebels,Voula Vikings,6,8,4,8,50.0,2,8,25.0,0,3,0.0,2,1,1,9,1,8,2,5
2024-25,2025-06-17,2025,6,17,Charalampos Fountas,South Rebels - Voula Vikings,South Rebels,Voula Vikings,11,9,2,4,50.0,2,3,66.67,1,1,100.0,0,2,0,7,2,5,4,3
2024-25,2025-06-23,2025,6,23,Charalampos Fountas,Evriali Warriors - South Rebels,South Rebels,Evriali Warriors,4,2,0,0,0.0,1,1,100.0,0,1,0.0,2,1,0,0,0,0,0,1
2024-25,2025-06-26,2025,6,26,Charalampos Fountas,Μ.Κ.Ο. - South Rebels,South Rebels,M.K.O.,2,8,0,0,0.0,4,8,50.0,0,0,0.0,0,0,0,1,0,1,3,1
2025-26,2025-12-14,2025,12,14,Charalampos Fountas,South Rebels - Evriali Warriors,South Rebels,Evriali Warriors,8,6,0,1,0.0,3,7,42.86,0,0,0.0,1,0,1,6,0,6,1,0
2025-26,2026-01-07,2026,1,7,Charalampos Fountas,South Rebels - Hoston Celtics,South Rebels,Hoston Celtics,4,2,0,0,0.0,1,1,100.0,0,0,0.0,1,1,1,1,0,1,2,1
2025-26,2026-02-03,2026,2,3,Charalampos Fountas,South Rebels - El Maestro,South Rebels,El Maestro,14,8,0,0,0.0,4,6,66.67,0,0,0.0,1,1,0,6,1,5,0,4
2023-24,2023-10-26,2023,10,26,Dimitris Kalavriotis,Α.Ο. Ναυμαχος - Βουλιαγμενοι,South Rebels,A.O. Navmachos,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,5,0,5,2,3
2023-24,2023-11-02,2023,11,2,Dimitris Kalavriotis,Βουλιαγμενοι - Unflagged,South Rebels,Vouliagmenoi,3,8,0,3,0.0,4,7,57.14,0,1,0.0,0,1,0,3,1,2,2,0
2023-24,2023-11-06,2023,11,6,Dimitris Kalavriotis,Βουλιαγμενοι - Heart Brokers,South Rebels,Vouliagmenoi,-1,0,0,0,0.0,0,5,0.0,0,0,0.0,0,2,0,3,1,2,1,3
2023-24,2023-11-15,2023,11,15,Dimitris Kalavriotis,Slow Motion - Βουλιαγμενοι,South Rebels,Slow Motion,-1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,2,1,1,2,1
2023-24,2023-11-21,2023,11,21,Dimitris Kalavriotis,Μ.Κ.Ο. - Βουλιαγμενοι,South Rebels,M.K.O.,-3,0,0,2,0.0,0,8,0.0,0,0,0.0,1,1,0,5,1,4,0,2
2023-24,2023-11-30,2023,11,30,Dimitris Kalavriotis,Βουλιαγμενοι - Itah Jazz,South Rebels,Vouliagmenoi,1,1,1,4,25.0,0,4,0.0,0,0,0.0,0,1,0,6,3,3,0,2
2023-24,2023-12-07,2023,12,7,Dimitris Kalavriotis,Voula Vikings - Βουλιαγμενοι,South Rebels,Voula Vikings,4,2,0,0,0.0,1,3,33.33,0,0,0.0,1,2,0,5,2,3,4,1
2023-24,2024-02-01,2024,2,1,Dimitris Kalavriotis,Βουλιαγμενοι - Slow Motion,South Rebels,Vouliagmenoi,2,0,0,0,0.0,0,2,0.0,0,0,0.0,1,0,0,3,1,2,0,3
2023-24,2024-02-21,2024,2,21,Dimitris Kalavriotis,Βουλιαγμενοι - Beertouozoi,South Rebels,Vouliagmenoi,3,2,0,0,0.0,1,3,33.33,0,0,0.0,0,1,0,2,1,1,0,2
2023-24,2024-02-26,2024,2,26,Dimitris Kalavriotis,Itah Jazz - Βουλιαγμενοι,South Rebels,Itah Jazz,-2,0,0,0,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0
2023-24,2024-03-04,2024,3,4,Dimitris Kalavriotis,Βουλιαγμενοι - Slow Motion,South Rebels,Vouliagmenoi,0,2,0,2,0.0,1,5,20.0,0,0,0.0,0,1,0,6,4,2,3,5
2023-24,2024-04-08,2024,4,8,Dimitris Kalavriotis,Glyfada Bulls - Βουλιαγμενοι,South Rebels,Glyfada Bulls,-1,2,0,0,0.0,1,10,10.0,0,0,0.0,2,1,0,4,2,2,1,0
2024-25,2024-10-04,2024,10,4,Dimitris Kalavriotis,South Rebels - Partuzan,South Rebels,Partuzan,4,0,0,0,0.0,0,1,0.0,0,0,0.0,1,0,0,4,0,4,0,3
2024-25,2024-10-12,2024,10,12,Dimitris Kalavriotis,South Rebels - Nos Fathers,South Rebels,Nos Fathers,13,4,0,2,0.0,2,3,66.67,0,0,0.0,2,2,0,10,3,7,2,1
2024-25,2024-10-18,2024,10,18,Dimitris Kalavriotis,South Rebels - Unleash the clowns,South Rebels,Unleash The Clowns,8,0,0,0,0.0,0,2,0.0,0,0,0.0,1,2,0,9,6,3,2,5
2024-25,2024-10-24,2024,10,24,Dimitris Kalavriotis,South Rebels - Voula Vikings,South Rebels,Voula Vikings,5,2,0,0,0.0,1,1,100.0,0,0,0.0,2,1,0,2,0,2,2,5
2024-25,2024-11-05,2024,11,5,Dimitris Kalavriotis,Heart Brokers - South Rebels,South Rebels,Heart Brokers,3,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,0,1,1,0,1,2
2024-25,2024-11-11,2024,11,11,Dimitris Kalavriotis,1Support - South Rebels,South Rebels,1Support,3,2,0,0,0.0,1,2,50.0,0,0,0.0,0,0,1,2,1,1,1,2
2024-25,2024-11-22,2024,11,22,Dimitris Kalavriotis,El Maestro - South Rebels,South Rebels,El Maestro,0,0,0,0,0.0,0,1,0.0,0,0,0.0,0,1,0,2,0,2,2,1
2024-25,2024-11-30,2024,11,30,Dimitris Kalavriotis,Saronics BC - South Rebels,South Rebels,Saronics BC,16,7,1,4,25.0,3,8,37.5,0,0,0.0,1,2,1,14,5,9,1,2
2024-25,2024-12-04,2024,12,4,Dimitris Kalavriotis,South Rebels - Evriali Warriors,South Rebels,Evriali Warriors,1,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,2,0,4
2024-25,2024-12-07,2024,12,7,Dimitris Kalavriotis,South Rebels - Nos,South Rebels,Nos Fathers,13,6,2,4,50.0,2,4,50.0,0,0,0.0,2,2,0,12,5,7,5,1
2024-25,2025-01-09,2025,1,9,Dimitris Kalavriotis,Beertouozoi - South Rebels,South Rebels,Beertouozoi,12,3,1,1,100.0,1,4,25.0,0,0,0.0,3,0,0,10,4,6,1,2
2024-25,2025-01-21,2025,1,21,Dimitris Kalavriotis,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,3,2,0,0,0.0,1,4,25.0,0,0,0.0,0,1,0,5,1,4,2,1
2024-25,2025-02-22,2025,2,22,Dimitris Kalavriotis,South Rebels - Basketopateres,South Rebels,Basketopateres,2,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,5,2,3,2,1
2024-25,2025-02-27,2025,2,27,Dimitris Kalavriotis,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,5,2,0,1,0.0,1,2,50.0,0,0,0.0,0,2,0,5,3,2,2,2
2024-25,2025-03-19,2025,3,19,Dimitris Kalavriotis,Basketopateres - South Rebels,South Rebels,Basketopateres,10,3,0,0,0.0,0,1,0.0,1,1,100.0,1,0,2,6,1,5,1,1
2024-25,2025-03-28,2025,3,28,Dimitris Kalavriotis,South Rebels - Clicka BC,South Rebels,Clicka BC,1,0,0,0,0.0,0,3,0.0,0,0,0.0,0,2,0,3,1,2,1,4
2024-25,2025-04-12,2025,4,12,Dimitris Kalavriotis,Sharpshooters - South Rebels,South Rebels,Sharpshooters,7,4,0,0,0.0,2,2,100.0,0,0,0.0,0,0,1,4,0,4,2,4
2024-25,2025-05-06,2025,5,6,Dimitris Kalavriotis,South Rebels - Heart Brokers,South Rebels,Heart Brokers,2,0,0,0,0.0,0,1,0.0,0,0,0.0,0,0,0,6,0,6,3,1
2024-25,2025-06-02,2025,6,2,Dimitris Kalavriotis,South Rebels - Voula Vikings,South Rebels,Voula Vikings,6,2,0,2,0.0,1,1,100.0,0,0,0.0,0,0,0,6,0,6,0,4
2024-25,2025-06-23,2025,6,23,Dimitris Kalavriotis,Evriali Warriors - South Rebels,South Rebels,Evriali Warriors,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,1,1,2
2024-25,2025-06-26,2025,6,26,Dimitris Kalavriotis,Μ.Κ.Ο. - South Rebels,South Rebels,M.K.O.,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,2,0,2,0,3
2025-26,2025-09-19,2025,9,19,Dimitris Kalavriotis,Αντετοκόπροι - South Rebels,South Rebels,Antetokoproi,4,2,0,0,0.0,1,4,25.0,0,0,0.0,1,0,0,4,1,3,0,1
2025-26,2025-09-22,2025,9,22,Dimitris Kalavriotis,South Rebels - Saronics BC,South Rebels,Saronics BC,8,3,1,4,25.0,1,1,100.0,0,0,0.0,0,1,1,6,3,3,0,4
2025-26,2025-10-07,2025,10,7,Dimitris Kalavriotis,South Rebels - Ανηθικοι Πιθηκοι,South Rebels,Anithikoi Pithikoi,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0
2025-26,2025-10-16,2025,10,16,Dimitris Kalavriotis,Vouliagmeni Heat - South Rebels,South Rebels,Vouliagmeni Heat,0,2,0,0,0.0,1,5,20.0,0,0,0.0,1,1,0,3,2,1,3,2
2025-26,2025-10-21,2025,10,21,Dimitris Kalavriotis,South Rebels - El Maestro,South Rebels,El Maestro,-2,3,1,2,50.0,1,4,25.0,0,0,0.0,0,0,0,3,1,2,4,2
2025-26,2025-11-15,2025,11,15,Dimitris Kalavriotis,South Rebels - Chicken Nuggets BC,South Rebels,Chicken Nuggets BC,10,0,0,0,0.0,0,1,0.0,0,0,0.0,2,0,0,9,2,7,0,0
2023-24,2023-11-15,2023,11,15,Dimitris Peripanos,Itah Jazz - Hoston Celtics,South Rebels,Itah Jazz,3,8,0,0,0.0,4,9,44.44,0,4,0.0,3,4,0,2,0,2,5,1
2023-24,2023-11-20,2023,11,20,Dimitris Peripanos,Itah Jazz - Slow Motion,South Rebels,Itah Jazz,10,11,0,0,0.0,1,3,33.33,3,5,60.0,3,0,0,5,0,5,5,2
2023-24,2023-11-30,2023,11,30,Dimitris Peripanos,Βουλιαγμενοι - Itah Jazz,South Rebels,Vouliagmenoi,10,10,0,0,0.0,2,5,40.0,2,4,50.0,5,0,0,4,1,3,4,4
2023-24,2023-12-07,2023,12,7,Dimitris Peripanos,Itah Jazz - Μ.Κ.Ο.,South Rebels,Itah Jazz,16,13,0,0,0.0,2,2,100.0,3,10,30.0,3,1,0,9,0,9,3,4
2023-24,2024-01-12,2024,1,12,Dimitris Peripanos,Glyfada Bulls - Itah Jazz,South Rebels,Glyfada Bulls,7,6,0,0,0.0,0,1,0.0,2,5,40.0,4,1,0,4,0,4,4,3
2023-24,2024-01-15,2024,1,15,Dimitris Peripanos,Beertouozoi - Itah Jazz,South Rebels,Beertouozoi,4,6,0,0,0.0,0,1,0.0,2,5,40.0,4,0,0,2,0,2,4,5
2023-24,2024-01-24,2024,1,24,Dimitris Peripanos,Slow Motion - Itah Jazz,South Rebels,Slow Motion,3,9,0,0,0.0,0,0,0.0,3,8,37.5,2,0,0,2,0,2,5,5
2023-24,2024-01-29,2024,1,29,Dimitris Peripanos,Α.Ο. Ναυμαχος - Itah Jazz,South Rebels,A.O. Navmachos,1,4,0,0,0.0,2,4,50.0,0,6,0.0,0,1,0,6,1,5,2,2
2023-24,2024-02-07,2024,2,7,Dimitris Peripanos,Itah Jazz - Μ.Κ.Ο.,South Rebels,Itah Jazz,-4,0,0,0,0.0,0,2,0.0,0,3,0.0,1,0,0,2,0,2,2,5
2023-24,2024-02-13,2024,2,13,Dimitris Peripanos,Heart Brokers - Itah Jazz,South Rebels,Heart Brokers,10,15,0,0,0.0,3,3,100.0,3,9,33.33,1,0,0,4,0,4,4,1
2023-24,2024-02-22,2024,2,22,Dimitris Peripanos,Glyfada Bulls - Itah Jazz,South Rebels,Glyfada Bulls,5,7,1,2,50.0,0,2,0.0,2,3,66.67,5,0,0,0,0,0,3,3
2023-24,2024-02-26,2024,2,26,Dimitris Peripanos,Itah Jazz - Βουλιαγμενοι,South Rebels,Itah Jazz,7,13,0,0,0.0,5,7,71.43,1,5,20.0,0,0,0,0,0,0,0,2
2023-24,2024-03-06,2024,3,6,Dimitris Peripanos,Itah Jazz - Unflagged,South Rebels,Itah Jazz,0,4,0,0,0.0,2,7,28.57,0,5,0.0,4,0,0,7,3,4,5,1
2023-24,2024-03-21,2024,3,21,Dimitris Peripanos,Itah Jazz - Α.Ο. Ναυμαχος,South Rebels,Itah Jazz,-1,0,0,0,0.0,0,0,0.0,0,1,0.0,3,0,0,1,1,0,4,0
2023-24,2024-03-29,2024,3,29,Dimitris Peripanos,Itah Jazz - Voula Vikings,South Rebels,Itah Jazz,0,3,0,0,0.0,0,1,0.0,1,5,20.0,2,0,0,1,0,1,1,1
2023-24,2024-04-01,2024,4,1,Dimitris Peripanos,Unflagged - Itah Jazz,South Rebels,Unflagged,-6,2,0,0,0.0,1,4,25.0,0,5,0.0,2,0,0,3,0,3,5,3
2023-24,2024-04-17,2024,4,17,Dimitris Peripanos,Itah Jazz - Νos Fathers,South Rebels,Itah Jazz,3,5,0,0,0.0,1,4,25.0,1,3,33.33,2,1,0,0,0,0,0,2
2024-25,2024-10-04,2024,10,4,Dimitris Peripanos,South Rebels - Partuzan,South Rebels,Partuzan,6,3,0,0,0.0,0,3,0.0,1,1,100.0,2,1,0,5,1,4,2,2
2024-25,2024-10-18,2024,10,18,Dimitris Peripanos,South Rebels - Unleash the clowns,South Rebels,Unleash The Clowns,12,16,0,0,0.0,2,6,33.33,4,8,50.0,1,0,1,4,0,4,2,2
2024-25,2024-10-24,2024,10,24,Dimitris Peripanos,South Rebels - Voula Vikings,South Rebels,Voula Vikings,3,3,0,0,0.0,0,0,0.0,1,3,33.33,3,1,0,0,0,0,2,4
2024-25,2024-11-05,2024,11,5,Dimitris Peripanos,Heart Brokers - South Rebels,South Rebels,Heart Brokers,4,10,1,2,50.0,3,6,50.0,1,6,16.67,3,0,0,2,0,2,2,5
2024-25,2024-11-11,2024,11,11,Dimitris Peripanos,1Support - South Rebels,South Rebels,1Support,1,5,3,5,60.0,1,2,50.0,0,4,0.0,0,0,0,5,2,3,2,0
2024-25,2024-11-22,2024,11,22,Dimitris Peripanos,El Maestro - South Rebels,South Rebels,El Maestro,4,9,0,0,0.0,3,6,50.0,1,3,33.33,2,0,0,3,0,3,5,1
2024-25,2024-11-30,2024,11,30,Dimitris Peripanos,Saronics BC - South Rebels,South Rebels,Saronics BC,-2,5,0,1,0.0,1,5,20.0,1,5,20.0,2,0,0,2,1,1,2,4
2024-25,2024-12-04,2024,12,4,Dimitris Peripanos,South Rebels - Evriali Warriors,South Rebels,Evriali Warriors,9,10,2,2,100.0,1,1,100.0,2,5,40.0,1,1,0,0,0,0,0,5
2024-25,2024-12-07,2024,12,7,Dimitris Peripanos,South Rebels - Nos,South Rebels,Nos Fathers,6,8,0,0,0.0,1,2,50.0,2,3,66.67,0,1,0,0,0,0,1,0
2024-25,2024-12-20,2024,12,20,Dimitris Peripanos,South Rebels - Ιασις,South Rebels,Iasis,6,8,0,0,0.0,1,3,33.33,2,5,40.0,2,1,0,3,0,3,3,1
2024-25,2025-01-09,2025,1,9,Dimitris Peripanos,Beertouozoi - South Rebels,South Rebels,Beertouozoi,8,6,0,0,0.0,0,1,0.0,2,6,33.33,5,0,0,3,0,3,1,1
2024-25,2025-01-16,2025,1,16,Dimitris Peripanos,Slow Motion - South Rebels,South Rebels,Slow Motion,6,5,0,0,0.0,1,4,25.0,1,3,33.33,5,1,0,3,1,2,3,3
2024-25,2025-01-21,2025,1,21,Dimitris Peripanos,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,-1,0,0,0,0.0,0,2,0.0,0,3,0.0,1,1,0,3,3,0,1,4
2024-25,2025-02-06,2025,2,6,Dimitris Peripanos,South Rebels - Saronics BC,South Rebels,Saronics BC,10,8,0,0,0.0,1,3,33.33,2,6,33.33,7,0,0,2,0,2,1,3
2024-25,2025-02-10,2025,2,10,Dimitris Peripanos,Voula Vikings - South Rebels,South Rebels,Voula Vikings,5,5,0,0,0.0,1,2,50.0,1,1,100.0,6,0,0,1,0,1,6,5
2024-25,2025-02-27,2025,2,27,Dimitris Peripanos,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,2,0,0,0,0.0,0,1,0.0,0,4,0.0,3,1,1,3,1,2,1,0
2024-25,2024-12-07,2024,12,7,Georgios Panagos,South Rebels - Nos,South Rebels,Nos Fathers,9,3,0,0,0.0,0,0,0.0,1,6,16.67,2,4,0,6,2,4,1,2
2024-25,2024-12-20,2024,12,20,Georgios Panagos,South Rebels - Ιασις,South Rebels,Iasis,3,2,0,0,0.0,1,4,25.0,0,4,0.0,3,2,0,3,1,2,0,3
2024-25,2025-01-09,2025,1,9,Georgios Panagos,Beertouozoi - South Rebels,South Rebels,Beertouozoi,0,0,0,0,0.0,0,3,0.0,0,4,0.0,4,1,0,2,2,0,0,0
2024-25,2025-01-16,2025,1,16,Georgios Panagos,Slow Motion - South Rebels,South Rebels,Slow Motion,6,5,0,0,0.0,1,2,50.0,1,5,20.0,1,1,0,4,1,3,0,4
2024-25,2025-01-21,2025,1,21,Georgios Panagos,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,-1,2,0,0,0.0,1,3,33.33,0,3,0.0,1,0,0,1,0,1,0,2
2024-25,2025-02-06,2025,2,6,Georgios Panagos,South Rebels - Saronics BC,South Rebels,Saronics BC,-6,0,0,0,0.0,0,1,0.0,0,4,0.0,0,1,0,2,0,2,4,1
2024-25,2025-02-22,2025,2,22,Georgios Panagos,South Rebels - Basketopateres,South Rebels,Basketopateres,-7,0,0,0,0.0,0,3,0.0,0,4,0.0,0,0,0,5,1,4,5,3
2024-25,2025-02-27,2025,2,27,Georgios Panagos,South Rebels - Μ.Κ.Ο.,South Rebels,M.K.O.,-2,3,0,0,0.0,0,4,0.0,1,7,14.29,0,4,0,3,1,2,2,2
2024-25,2025-03-19,2025,3,19,Georgios Panagos,Basketopateres - South Rebels,South Rebels,Basketopateres,6,5,0,0,0.0,1,3,33.33,1,3,33.33,2,1,0,3,0,3,1,3
2024-25,2025-03-28,2025,3,28,Georgios Panagos,South Rebels - Clicka BC,South Rebels,Clicka BC,-1,3,0,2,0.0,0,3,0.0,1,5,20.0,1,1,0,5,2,3,2,0
2024-25,2025-03-31,2025,3,31,Georgios Panagos,South Rebels - El Maestro,South Rebels,El Maestro,-2,0,0,0,0.0,0,1,0.0,0,2,0.0,1,0,0,2,1,1,2,4
2024-25,2025-05-06,2025,5,6,Georgios Panagos,South Rebels - Heart Brokers,South Rebels,Heart Brokers,3,0,0,0,0.0,0,1,0.0,0,3,0.0,2,1,1,3,0,3,0,1
2024-25,2025-06-02,2025,6,2,Georgios Panagos,South Rebels - Voula Vikings,South Rebels,Voula Vikings,1,0,0,0,0.0,0,2,0.0,0,3,0.0,2,2,0,3,0,3,1,3
2024-25,2025-06-11,2025,6,11,Georgios Panagos,South Rebels - Voula Vikings,South Rebels,Voula Vikings,11,9,0,0,0.0,0,0,0.0,3,7,42.86,1,2,0,3,0,3,0,4
2024-25,2025-06-26,2025,6,26,Georgios Panagos,Μ.Κ.Ο. - South Rebels,South Rebels,M.K.O.,-2,3,0,0,0.0,0,1,0.0,1,6,16.67,2,0,0,1,0,1,2,0
2025-26,2025-09-19,2025,9,19,Georgios Panagos,Αντετοκόπροι - South Rebels,South Rebels,Antetokoproi,-1,0,0,0,0.0,0,0,0.0,0,4,0.0,1,0,0,3,0,3,1,0
2025-26,2025-09-29,2025,9,29,Georgios Panagos,1Support - South Rebels,South Rebels,1Support,-3,0,0,0,0.0,0,0,0.0,0,8,0.0,0,0,0,7,0,7,2,1
2025-26,2026-02-14,2026,2,14,Georgios Panagos,South Rebels - Chicken Nuggets BC,South Rebels,Chicken Nuggets BC,-3,0,0,0,0.0,0,2,0.0,0,2,0.0,2,0,0,0,0,0,1,2
2025-26,2026-02-28,2026,2,28,Georgios Panagos,South Rebels - Unleash the clowns,South Rebels,Unleash The Clowns,-5,0,0,0,0.0,0,1,0.0,0,3,0.0,0,0,0,0,0,0,1,1
2024-25,2024-10-04,2024,10,4,Konstantinos Lutras,South Rebels - Partuzan,South Rebels,Partuzan,11,12,0,0,0.0,6,16,37.5,0,1,0.0,1,2,0,8,5,3,1,2
2024-25,2024-10-12,2024,10,12,Konstantinos Lutras,South Rebels - Nos Fathers,South Rebels,Nos Fathers,16,13,1,3,33.33,6,11,54.55,0,1,0.0,2,0,0,11,4,7,2,0
2024-25,2024-10-18,2024,10,18,Konstantinos Lutras,South Rebels - Unleash the clowns,South Rebels,Unleash The Clowns,23,16,0,0,0.0,8,21,38.1,0,2,0.0,5,3,1,13,6,7,0,3
2024-25,2024-10-24,2024,10,24,Konstantinos Lutras,South Rebels - Voula Vikings,South Rebels,Voula Vikings,27,20,2,4,50.0,9,16,56.25,0,0,0.0,2,4,0,12,5,7,2,4
2024-25,2024-11-05,2024,11,5,Konstantinos Lutras,Heart Brokers - South Rebels,South Rebels,Heart Brokers,19,13,1,4,25.0,6,14,42.86,0,1,0.0,4,3,2,11,5,6,2,4
2024-25,2024-11-11,2024,11,11,Konstantinos Lutras,1Support - South Rebels,South Rebels,1Support,31,20,0,0,0.0,10,14,71.43,0,0,0.0,0,5,1,12,4,8,3,2
2024-25,2024-11-22,2024,11,22,Konstantinos Lutras,El Maestro - South Rebels,South Rebels,El Maestro,25,22,0,4,0.0,11,16,68.75,0,1,0.0,4,3,0,10,6,4,4,2
